
1359,潮吹き,        ;【屈服:59】潮吹き
1360,被膣射Ｖ絶頂,  ;【屈服:60】膣内射精Ｖ絶頂(調教者に膣内射精されたと同時に調教対象がＶ絶頂)
1361,四重絶頂,      ;【屈服:61】四重絶頂
1362,濡れた,        ;【屈服:62】濡れた(潤滑1000突破)

;------------------------------------------------------------------------
;   口上用リザーブ  LvX(112～127)屈服ポイント+X
1412,口上予約1,     ;【屈服:112】口上独自実績用リザーブ1
1413,口上予約2,     ;【屈服:113】口上独自実績用リザーブ2
1414,口上予約3,     ;【屈服:114】口上独自実績用リザーブ3
1415,口上予約4,     ;【屈服:115】口上独自実績用リザーブ4
1416,口上予約5,     ;【屈服:116】口上独自実績用リザーブ5
1417,口上予約6,     ;【屈服:117】口上独自実績用リザーブ6
1418,口上予約7,     ;【屈服:118】口上独自実績用リザーブ7
1419,口上予約8,     ;【屈服:119】口上独自実績用リザーブ8
1420,口上予約9,     ;【屈服:120】口上独自実績用リザーブ9
1421,口上予約10,    ;【屈服:121】口上独自実績用リザーブ10
1422,口上予約11,    ;【屈服:122】口上独自実績用リザーブ11
1423,口上予約12,    ;【屈服:123】口上独自実績用リザーブ12
1424,口上予約13,    ;【屈服:124】口上独自実績用リザーブ13
1425,口上予約14,    ;【屈服:125】口上独自実績用リザーブ14
1426,口上予約15,    ;【屈服:126】口上独自実績用リザーブ15
1427,口上予約16,    ;【屈服:127】口上独自実績用リザーブ16
;────────────────────────────────────
